,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Activity
650,38.05373002,-7.895471528,9.527080706,-13.06931872,0.155712228,-6.265917923,-4.908368282,-13.0091869,-12.099546,1.546247435,WALKING_DOWNSTAIRS
651,35.84460759,2.651842221,1.089472427,-8.335348106,-11.26791098,-4.167443161,4.879868683,-6.753367331,-3.225335988,-4.454102209,WALKING_DOWNSTAIRS
652,38.59122837,-8.202794231,-3.290096553,-5.412031021,-11.13280469,-1.675503162,-3.026634591,-1.588779283,4.733242893,0.378798601,WALKING_DOWNSTAIRS
653,40.68669225,-16.56251708,2.799819753,-10.67237991,-13.39081974,-0.041334491,-2.461132752,-13.53786653,-3.885055526,-12.28642975,WALKING_DOWNSTAIRS
654,35.28785619,-4.948390979,6.935069802,-10.47160716,-10.64168272,-4.445786673,6.260750616,-10.65709935,-11.01064429,-8.771820818,WALKING_DOWNSTAIRS
655,38.44244412,4.467220512,6.915314407,-10.52770924,-7.69232041,-8.308445862,5.941821389,-10.96518403,-10.32743402,-2.924140746,WALKING_DOWNSTAIRS
656,41.68373585,-7.730702873,3.157063686,-9.653516062,-14.56719025,2.225121909,2.700607559,-6.939366299,-14.52041861,-7.057174603,WALKING_DOWNSTAIRS
657,39.99266319,1.725979468,11.80141075,-19.41899311,-6.758369479,-7.811125261,4.99106247,9.273819523,-23.40724351,0.725774604,WALKING_DOWNSTAIRS
658,55.51153259,-0.857062289,2.681292229,-11.51638854,-7.945267567,-8.180645384,1.152276074,-2.91620713,-21.96012643,-1.400437406,WALKING_DOWNSTAIRS
659,47.95794338,-1.82060977,-0.273537332,-4.801924051,0.493730004,-5.276784126,-11.32355131,-16.07524784,-6.127728271,-2.119713911,WALKING_DOWNSTAIRS
660,42.174722,-1.443891253,-11.26447908,5.401906913,-10.96978226,-5.911836865,-1.111940247,-5.568399469,0.285549511,-2.882225088,WALKING_DOWNSTAIRS
661,41.11526418,-10.40688678,-5.883298107,-3.395973501,-16.83341416,-4.089859884,2.125018054,2.719172766,0.064366698,-3.982336711,WALKING_DOWNSTAIRS
662,43.1826961,-2.079504395,2.314188741,-6.734802277,-8.375995407,-6.017052959,4.029669794,-3.043304883,-1.693268141,-2.834630117,WALKING_DOWNSTAIRS
663,46.16356733,3.991714545,-1.904759595,-2.656792475,-6.246309502,-4.763132363,-3.754294575,-1.724243049,1.09252208,-4.806157902,WALKING_DOWNSTAIRS
664,24.49235319,-42.64517019,-17.1377424,2.326963694,-28.05275211,0.896402281,11.3344411,-14.47589489,13.00622233,-19.17184291,WALKING_UPSTAIRS
665,16.76747549,-23.82533632,-7.708527004,4.339412519,-11.75030391,0.097304529,-0.393807985,-8.73599741,11.21829488,2.499739891,WALKING_UPSTAIRS
666,18.24468485,-7.654896105,6.464659175,-1.788564933,-6.264446209,-1.451292058,-0.168519781,5.693627109,3.41744024,6.595502883,WALKING_UPSTAIRS
667,29.35202644,-13.8850022,8.479627077,-12.48916759,-2.5749712,-7.465000959,12.84047765,12.75262231,-7.032843145,1.392264665,WALKING_UPSTAIRS
668,30.91884675,-27.22860032,-2.117549133,-5.09034631,-0.63625014,-3.682530671,7.773679654,2.320631583,-0.411785247,0.075762403,WALKING_UPSTAIRS
669,27.89056106,-37.71231579,-9.393975765,-0.323562026,-14.49730163,0.641571072,1.073366273,-10.57919893,2.243203313,-6.759356376,WALKING_UPSTAIRS
670,28.51474282,-26.50787242,-3.334631146,2.103883011,-9.687432537,-8.357254417,3.526118066,-4.213449188,-4.232896822,-2.869589799,WALKING_UPSTAIRS
671,25.12635635,-17.08600389,-0.012976848,-6.173542993,-15.82408145,1.843358537,-2.185652921,18.62132187,7.610184168,1.805876957,WALKING_UPSTAIRS
672,21.41725584,-19.56024805,-1.337925163,-2.744443901,-8.010085128,-4.266484316,0.967899075,7.596059801,3.389745305,-3.443742688,WALKING_UPSTAIRS
673,32.60589305,-48.05640781,-19.0768395,-0.064019151,-47.39645211,11.01267829,10.16640307,-13.2072399,9.537206596,-26.02392942,WALKING_UPSTAIRS
674,34.62124548,-18.50481482,4.505810997,-10.98916596,-20.11687518,7.005915877,17.13472444,-1.171095916,-2.004164415,-12.89928799,WALKING_UPSTAIRS
675,33.44612884,-8.718338315,13.90846753,-8.05419731,5.858273742,-0.023440512,6.41519845,3.680935111,-10.28439242,-5.673566747,WALKING_UPSTAIRS
676,29.59998994,-24.0982693,3.656268237,-3.111237281,5.764548528,-4.795847602,-1.232046925,-2.871055991,-4.454785335,-4.493044008,WALKING_UPSTAIRS
677,25.65035209,-15.05410227,-0.969543439,-0.29414249,-9.605452007,-5.920060767,12.62573989,1.918301786,0.012943489,-5.093717964,WALKING_UPSTAIRS
678,30.55277672,-18.73576446,-5.395638582,-5.443944025,-17.04848778,-1.567074317,10.20202225,11.99713947,8.734081364,-11.67345558,WALKING_UPSTAIRS
679,34.09607697,-15.19558,9.323041093,-11.51102986,-0.286271278,6.092390432,3.059819225,6.444463599,3.96292316,-6.840001987,WALKING_UPSTAIRS
680,28.90869516,-19.31967071,12.0839983,-12.4280524,-8.277980939,8.284886689,5.408420531,-8.98253645,-0.212966381,-12.75436207,WALKING_UPSTAIRS
681,35.31699271,-32.10513272,-12.98150054,-5.162257285,-37.75183092,2.425863596,24.00105704,-3.785191693,9.954160926,-30.98702389,WALKING_UPSTAIRS
682,25.18404895,-11.83347669,1.51887585,-3.194982907,-4.990016481,-4.995206346,10.10720199,3.533228649,10.41682918,-8.378030348,WALKING_UPSTAIRS
683,20.57837822,-10.7649587,1.815303626,4.179765298,11.64623881,-5.648815541,-9.194927466,0.51915739,5.086699017,2.621205359,WALKING_UPSTAIRS
684,29.01947173,-18.35459477,3.55691691,-7.375821257,9.922154877,-2.384615625,-8.864557153,-0.561014883,-9.616444365,-7.262784314,WALKING_UPSTAIRS
685,22.22440091,-14.57361942,6.416008618,-11.60862209,-4.319510401,-1.586148394,0.540554823,-1.786943481,-6.754600002,-3.178746697,WALKING_UPSTAIRS
686,20.71869487,-18.88665519,2.841900019,-7.880898071,1.253062206,-7.874266462,0.547586725,4.390584203,-0.258916148,0.478324049,WALKING_UPSTAIRS
687,29.11867238,-19.38251721,3.745040912,-12.10783264,3.972755247,0.559601876,-0.823546177,5.490582865,3.301564131,-7.136426383,WALKING_UPSTAIRS
688,20.95458422,-18.56541185,-0.006156714,-5.047861225,-2.77051929,1.215684228,-3.929523573,-0.627554487,12.92955709,-3.237979307,WALKING_UPSTAIRS
689,-5.211180963,-43.09849735,-50.76437741,35.56188132,-70.38890963,16.77377385,9.409888063,-22.18351534,13.86095477,-27.09182776,STANDING
690,-20.80319812,-33.27170756,-23.97506935,19.0306758,-16.19298774,0.226692137,-3.082708392,2.490590796,-2.27944511,-8.624802959,STANDING
691,-2.243535976,-52.4836374,16.22591576,-19.46584381,1.262364362,11.9309052,1.253864894,-10.91122973,-1.826316494,-4.983846359,STANDING
692,-7.790204569,-34.38146018,6.761626463,-1.497506714,-4.785188783,14.80301703,-0.11278064,-14.37911462,8.173107506,-15.17438897,STANDING
693,-16.99156586,-21.57293931,-2.70583787,10.93514302,-15.51694407,10.20988984,-4.30880443,-6.733317645,3.701764638,-19.69211596,STANDING
694,-25.38470972,-10.19601449,7.763308406,5.697252062,-10.76396451,2.621663644,5.657732994,1.3246018,-0.212387311,1.035329384,STANDING
695,-28.06613706,-17.77487773,11.10346976,1.957971064,0.800697524,-2.787417986,-2.397990106,-5.078441301,0.675134748,10.56150741,STANDING
696,-30.91073011,-6.394231702,17.17833166,-0.367679611,3.198381505,-3.585697715,-4.438524254,2.60830395,0.762660335,0.394636027,STANDING
697,-29.79674463,-5.301797076,13.9812897,6.286184893,2.025508538,-1.011709094,0.40932944,11.14302763,5.45266778,4.263022115,STANDING
698,-20.91752016,-30.0890745,20.49638444,2.298099896,6.644887867,-2.028979913,-4.146982307,-1.655220433,-8.457773909,10.4105142,STANDING
699,-9.346407336,-44.35673921,23.16362343,-8.265238948,2.954337819,-1.347869664,-4.717797728,-9.773336557,-6.944138467,-0.03083667,STANDING
700,-12.87039653,-42.62233078,21.80474766,-9.8892869,-3.933147502,0.060870367,-13.66388432,-13.94677821,-3.466016178,-2.485860386,STANDING
701,-31.53845059,-11.06906983,13.38840953,11.8223525,-5.592928199,4.426577288,-15.04119796,0.903332486,-0.156788099,-0.234178752,STANDING
702,-34.07178708,-1.783292478,18.55281914,7.716560044,-0.829335907,8.742044357,-15.02469502,1.827777115,3.256620057,0.235848891,STANDING
703,-40.85021472,6.435087697,-3.103264877,14.65837177,11.99040746,-5.678621492,-13.72194474,8.651190105,5.736731529,-4.703032844,STANDING
704,5.030618698,-86.9493114,-52.31363882,27.8320356,-93.71734304,15.27732131,-15.91552679,-53.18171529,24.16956082,-34.03400538,STANDING
705,-17.10510557,-31.02323243,3.949810727,-1.709133054,-19.4389312,8.467554347,-2.045751047,-7.339392106,13.88220581,5.695743603,STANDING
706,-21.29000067,-8.182873213,30.11188242,-16.01820153,-6.35702685,7.16353207,-3.633924326,-10.80061281,-7.811899662,3.119521196,STANDING
707,-19.80089548,-7.360334659,31.64285655,-17.96880147,-5.440283524,8.316483425,-4.966149824,-6.158000848,-9.682633611,-2.302899242,STANDING
708,-25.9446944,-1.170423789,25.05675003,-12.43896241,0.555848462,3.466331078,-3.305204643,-0.519335772,-6.082314702,-2.847278571,STANDING
709,-27.54554245,11.60202113,21.83170749,-6.132027969,-4.420771478,1.464457313,-2.593983774,5.67534016,3.239890949,5.915996918,STANDING
710,-29.15269485,14.31327981,18.92028384,-6.584813492,-5.382961465,1.516515652,-5.15409267,7.796804782,1.74310103,3.489370497,STANDING
711,-37.94053097,25.10553149,8.156711268,2.429706766,2.863976855,-5.116162048,-0.746676484,3.730206385,4.710290564,-2.775179343,STANDING
712,-38.78357565,24.83930178,10.66023933,3.851654516,0.393079515,-5.945751023,-1.866923681,-2.787338438,-3.249953804,1.363896063,STANDING
713,-40.38310235,22.15681215,8.26619129,8.164240432,5.711185482,-2.703101785,-7.373159633,-3.288044378,5.896120055,-4.4493133,STANDING
714,-40.97966082,28.25065507,4.708866933,9.725323101,4.212263117,-2.913758111,-4.707888421,2.876063951,13.26127345,-3.401363093,STANDING
715,-36.72028731,21.7396222,13.43374304,2.874983598,-2.133697626,-3.664632352,2.276179906,8.952780578,1.43241866,-3.902533233,STANDING
716,-38.25288897,28.47645543,12.7689821,1.286192136,1.1759862,-1.348191003,0.395982869,7.136558203,-3.640129966,-7.438465631,STANDING
717,0.085047195,-62.4337418,-48.41968858,28.44760848,-102.851349,17.21042065,-6.997748838,-40.89375498,22.79600499,-48.82141032,SITTING
718,-13.50189812,-29.41272214,13.49612882,-18.84636432,-10.6118525,12.68423706,0.913323355,-15.4407604,-3.581271442,-4.34335366,SITTING
719,-11.94680117,-37.83235782,21.74389096,-30.19704765,-6.303345646,11.29125919,1.770306951,-14.93260145,-0.798808922,2.57724087,SITTING
720,-31.46552038,-15.49644092,-11.49075654,3.219576264,-4.101728588,-4.660174857,-8.356865697,8.933939084,5.816824937,-0.927166973,SITTING
721,-37.21587095,7.132769373,-0.518106473,1.671141473,7.447721006,-3.110041135,-3.125602555,5.169429592,2.095045423,-0.604935581,SITTING
722,-37.02649653,26.46826709,4.382337855,-1.856245522,2.364965748,-0.206305132,6.691607109,7.366214058,8.285955836,3.082937599,SITTING
723,-27.03895744,15.54031932,28.97085539,-28.45380827,-3.107924589,12.97701313,9.400963256,-1.828057556,-8.613998432,-11.77198489,SITTING
724,-28.17535537,9.057662251,18.07094781,-12.51691856,0.406350187,6.989595759,0.222598157,1.758987492,-2.691442051,-7.8253519,SITTING
725,-32.06698116,8.191524499,8.452714769,-2.598104252,3.038381905,1.330083858,-0.72630965,-5.059070742,2.965743855,-1.158852549,SITTING
726,-35.26189796,5.194179481,0.754619959,-4.761612837,5.96148331,1.839328152,-6.300971225,-2.457481873,7.119034776,2.891977212,SITTING
727,-25.96376452,7.329606836,23.84563489,-29.83064094,-4.408661334,13.60188696,-6.114105533,-12.47939971,3.490815168,-0.969232231,SITTING
728,-8.199142266,-50.70526365,-5.460248203,14.33848194,-22.79946357,11.55072491,-12.54794314,-17.61932344,-4.940288519,-9.464251835,SITTING
729,-19.82966074,-29.63514334,9.884003063,-1.834134766,0.691169458,3.509660242,-12.4594209,0.851413091,-1.876937652,-5.109847915,SITTING
730,-26.23905257,-21.04688027,5.714825958,7.620293446,-6.938303966,2.673679955,-7.583347719,11.14715318,-9.200799665,-9.25885482,SITTING
731,-30.41608606,9.765239677,13.32617977,-0.711283702,-1.69478479,-1.282152812,5.915655417,9.594788191,-2.46320652,-0.476132256,SITTING
732,-30.68707384,26.2498393,14.60840313,-11.40238653,-8.422386161,3.629450415,2.501226021,11.57131668,6.810484022,-9.686044503,SITTING
733,-27.11347987,17.01825508,15.77687002,-7.04695708,-9.44911735,5.022578034,5.114667852,20.61396506,5.290332194,-5.12190413,SITTING
734,-27.5301682,13.17172227,13.43177121,-2.922618966,-9.488716121,5.883054635,2.261769428,19.40721119,2.454958986,-2.371302293,SITTING
735,-33.80067977,10.34348567,3.307552496,8.044302261,-2.197828689,-2.049744051,-1.493698572,15.6096637,3.444036616,-7.549993218,SITTING
736,-35.08584497,17.1106201,0.986320991,8.243011774,-3.343870381,1.364816029,-0.346021981,19.67589899,2.190409499,0.927333163,SITTING
737,-39.00798947,37.66938647,4.864546679,1.632584072,-3.595442786,1.583429504,3.193644375,14.20519724,5.550214778,-7.138833397,SITTING
738,-34.86974895,12.71003671,5.546171083,2.40843837,3.501583258,-1.362473034,2.139451001,18.460663,5.890135109,-4.254557437,SITTING
739,-17.06038128,-15.81900921,28.91363498,-33.83171822,-0.675937306,-0.131150581,11.22220161,-7.0831558,-14.67533002,-11.7676261,SITTING
740,-15.13038223,-28.04212277,-44.72297101,-0.325087075,-41.45932,6.02369553,15.12358773,-11.78408223,10.46223467,-4.853371843,LAYING
741,-26.06729842,-14.15764928,-23.07430412,-10.68768304,-10.64780483,1.095971917,7.317972653,0.38243576,4.939762551,1.462817579,LAYING
742,-30.83592283,8.269080114,-8.109474037,-15.82970018,-1.419654677,3.612955436,9.481222697,8.213414831,-4.112476096,-1.003101877,LAYING
743,-31.87773937,16.29528784,-12.91837859,-15.25235092,5.258877456,1.028794011,8.010517013,6.08053312,3.528931544,0.106169352,LAYING
744,-35.10679358,23.67299584,-12.83147374,-14.7662456,-2.773319077,1.404722914,2.305721703,1.612928529,10.42848072,0.419535304,LAYING
745,-38.58942535,23.55011923,-18.17665822,-7.015024096,-5.542368706,-2.837352509,5.688670977,6.854993701,5.371038218,-6.304705434,LAYING
746,-39.51556957,29.06005327,-8.097394003,-8.87890321,0.488945131,-3.241572869,9.204169272,5.082343969,7.630021826,-2.737845159,LAYING
747,-40.98927013,35.44034632,-6.822665608,-8.391674497,3.823956929,-1.707356249,7.902228745,5.731531875,9.155715237,-0.419686912,LAYING
748,-41.09951422,41.52249503,3.489462506,-13.06022876,2.376208441,0.872351769,3.147285768,-1.116207079,6.678684053,-7.419253668,LAYING
749,-41.04427282,37.96700819,0.068556441,-15.20910831,7.329823689,-3.840825286,5.877370963,-2.754068067,4.576163232,-10.8447736,LAYING
750,-40.44349128,37.69972331,-2.865175947,-11.17483534,4.272337312,-1.676777431,11.33169108,4.981655254,9.129935685,-5.830616089,LAYING
751,-41.16701765,40.68092534,2.438724708,-7.903419867,1.167861069,1.932533049,9.265069858,3.441634754,5.239700581,-5.908758217,LAYING
752,-41.80165225,44.56932525,-3.830527455,-10.40047915,2.748991862,-4.52696636,10.56719077,1.157937436,1.186352603,-3.880833985,LAYING
753,-36.11108422,26.9512859,1.487360978,-14.43898538,-2.806792153,-1.294842368,9.537271555,9.4023023,-5.565528322,-2.987900422,LAYING
754,-8.979118175,-55.56681885,-76.1665578,12.99203177,-73.01309492,18.86969515,6.271408542,-24.39022058,27.18981969,-15.84846203,LAYING
755,-31.17965401,-16.35774875,-35.17991421,0.804005424,-7.350203083,-5.607073696,3.817089316,6.7668147,-0.269277962,7.39254863,LAYING
756,-36.04044573,-1.178956692,-17.7035517,-4.392144125,12.55997505,-11.01785388,7.147200885,4.96426738,-2.4526723,4.45760069,LAYING
757,-35.70944172,4.177445683,-4.379347845,-11.81543854,11.81069468,-2.547965815,0.37681141,6.52888851,5.399446449,-1.898325062,LAYING
758,-40.78100887,25.51788337,-6.071770334,-3.407810394,10.49067437,-3.225949602,-5.395159707,4.953052637,4.147440609,-3.060129664,LAYING
759,-42.31754095,27.18762944,-9.280139093,1.697263408,12.0332131,-8.187132609,1.534835817,4.032752241,3.467511343,2.182054831,LAYING
760,-38.60182627,26.3432957,-1.24082429,-6.309695591,4.091925549,0.899367609,5.193204663,7.048952577,4.389602413,5.365443817,LAYING
761,-37.91399645,27.39366944,0.103879486,-7.302823774,4.271456948,-0.832514004,7.627471213,9.186191496,7.170791369,2.935790105,LAYING
762,-38.7510749,26.8194345,2.425054426,-12.06219845,9.552399892,-6.954002177,8.780289423,3.120537247,1.440350288,-8.324875326,LAYING
763,-38.2963274,26.08577482,4.77653057,-11.23277231,8.591384896,-5.548916212,9.460599582,3.468997303,1.350793094,-7.58889519,LAYING
764,-40.02762786,25.91900294,-2.213505691,-7.739952826,11.08865549,-6.879820816,4.508159984,2.467231702,5.501285595,-0.930799773,LAYING
765,-39.94123153,23.57689969,-5.000839813,-8.068722617,9.052052137,-6.62251373,-0.201324756,0.41742321,1.843927267,-0.028264723,LAYING
766,-39.99501746,24.23943534,-3.175483113,-2.115203316,9.793333317,-4.435203517,1.954247694,-3.781145616,10.88074207,1.472331717,LAYING
767,-39.12803619,37.27299743,1.764530209,-7.709407561,-0.927537659,5.604108731,3.639048895,3.15153818,6.765229099,-1.556405009,LAYING
768,32.94929873,-14.37293845,1.303295396,-5.428295149,-13.9925802,5.960534004,-12.50838048,-1.09693951,14.87745392,-13.26844432,WALKING
769,27.62567985,-3.144787903,11.96900138,-12.08785415,-0.835126968,1.315326034,-11.65915979,2.367635229,18.26050397,-5.386200446,WALKING
770,30.31782876,4.68669789,14.94484849,-16.01803558,-5.658851743,-0.831264039,-8.05701413,14.18047413,3.698768945,-4.084372308,WALKING
771,34.00119743,3.953779304,18.38900463,-14.828178,-6.298332309,6.113151211,-10.56462905,21.54118745,2.8448589,-3.29550891,WALKING
772,34.22621615,5.36571666,16.71050214,-12.019729,1.212629899,9.777674999,-16.42539488,8.011723573,11.56432491,3.10956536,WALKING
773,27.43570094,6.834067204,13.11359591,-3.99428295,0.388675498,9.135619727,-19.08167007,-0.592498274,13.634953,5.6018991,WALKING
774,21.60040549,-1.536231044,13.15262384,-11.46560244,-4.540667987,10.77309169,-13.56335531,9.038575251,17.59114347,1.105393217,WALKING
775,22.86893778,-1.739141892,11.6055535,-11.1333452,-7.777633471,10.31176851,-8.677283063,8.7518446,13.74397166,-1.07296008,WALKING
776,25.1619886,-1.084211163,12.78450693,-13.27391056,-0.918843904,3.373570206,-6.699257592,7.574304092,13.95526126,4.125833949,WALKING
777,29.0267902,4.102118022,10.80180928,-8.045990242,-0.107035911,-2.391202696,-5.363209534,13.05238557,19.05384723,7.578227147,WALKING
778,31.50954782,14.63820572,4.823132632,-6.30599509,-1.440748942,0.35803613,-14.80199827,12.37896857,12.20163264,0.636221465,WALKING
779,33.74799429,20.98301036,-0.767197868,0.365094339,2.90281972,0.929878733,-26.88533626,1.488662223,11.92064586,5.393350256,WALKING
780,25.80652431,13.36616208,-1.929527323,0.351208617,1.77713877,1.313001439,-24.35156433,-1.036343102,15.92285719,8.601859325,WALKING
781,24.77936927,9.029497036,8.520818517,-11.37569887,2.502624688,8.366860018,-11.1771633,-3.290930927,9.911591542,7.014446674,WALKING
782,20.47686172,15.9651135,13.21964251,-6.994871057,5.996975068,5.994218544,-9.883410228,3.22291461,6.874729102,7.112472057,WALKING
783,32.9639523,8.122235273,8.204769777,-11.82335578,-4.509288456,4.59028339,-19.63897491,4.30296649,5.387870089,2.526822057,WALKING
784,35.31988401,-0.407676377,-3.90680771,-2.534114293,-16.46287088,4.752009038,-16.17253461,0.715463588,17.94601184,-6.04300535,WALKING
785,29.15588385,7.481300927,5.361901855,-9.072914226,-4.46282995,-1.795540268,-10.68308255,3.300823312,-0.207944432,-4.63534956,WALKING
786,30.20989134,6.677876978,13.29604648,-16.5218204,-5.695958051,-0.162365987,-7.904476782,6.241534077,-5.769536065,-9.113068747,WALKING
787,27.27707131,7.866228787,11.2351188,-14.23594678,0.347835669,-2.681316702,-10.1705813,5.229718849,-2.076464418,-0.801840925,WALKING
788,26.23078603,6.603473968,10.62571611,-14.28219267,0.082106739,5.517845142,-15.09424527,-4.806549376,11.52056768,-4.819542173,WALKING
789,23.54519841,4.884835644,3.314998598,-3.985643712,0.746075357,-3.038267093,-8.446431098,0.944177791,6.011317499,-2.514327054,WALKING
790,27.29650502,-3.421973401,10.23058475,-11.1619886,-5.399615318,-4.8162718,-1.251217485,16.35376957,-8.132613864,-2.381634006,WALKING
791,34.25164104,2.997082097,19.68207016,-15.28002438,-5.873894305,3.150622995,-8.138379863,13.14017164,-5.706091194,-12.2676741,WALKING
792,34.59842026,5.786674455,10.16732182,-12.37503762,-5.882586022,-1.342434272,-8.113338769,7.470930763,3.81658582,-9.936048882,WALKING
793,27.85030588,2.592509145,7.956768922,-12.15923902,0.213188911,-0.219702861,-7.679449842,5.770680715,7.689086663,-4.708051734,WALKING
794,30.64636361,7.839047608,4.688308644,-3.867921545,-7.756094288,9.917130171,-20.83594633,6.026385679,10.14469134,8.925262003,WALKING
795,28.61396789,9.993217258,9.419460118,-3.805253722,-3.938516459,5.534413561,-18.08662044,5.829280762,8.959555663,4.788156061,WALKING
796,29.65683817,5.041549416,16.31547311,-22.4581694,-5.798842025,6.343835643,-15.03521418,11.41556095,12.03742883,-6.365760582,WALKING
797,28.40354642,11.40651288,14.30491368,-13.60994598,-0.905729348,2.041494566,-16.10568856,9.576741514,12.80136375,1.877034246,WALKING
798,52.24136109,11.79996902,-7.713286823,5.777274141,-19.88915268,16.12769518,-10.99735769,-10.77023798,9.855231326,4.686543038,WALKING_DOWNSTAIRS
799,45.10931066,8.787212999,-1.356323004,-1.12824683,-6.110192289,3.37475768,-3.263004556,-9.059972406,5.590114225,8.956895638,WALKING_DOWNSTAIRS
800,46.37106483,-0.32910545,6.245092831,-21.48785961,-6.6252362,0.845096996,-1.299113093,12.04361688,-2.49051295,2.230212947,WALKING_DOWNSTAIRS
801,45.59519023,5.516839502,0.11133916,-9.204125527,-7.561897554,7.92477366,-14.24086753,-2.783499256,-1.214514412,6.891400407,WALKING_DOWNSTAIRS
802,37.29327512,7.502856772,-6.948327809,1.425300045,-6.868060488,8.57244976,-19.79858728,-8.214398042,9.485588412,14.84597311,WALKING_DOWNSTAIRS
803,44.75398692,10.38333966,-13.21407623,0.035344319,-7.184033727,-0.801722681,-19.19855572,-1.511481828,4.996165516,13.96252772,WALKING_DOWNSTAIRS
804,50.29046448,8.367562768,-10.34906783,-7.618855522,-10.00368978,3.765292478,-11.88971399,-5.29836107,8.133449058,5.067973843,WALKING_DOWNSTAIRS
805,41.2374839,9.860542543,-3.754703267,-1.003460454,-7.263478824,10.42610352,-11.47575863,-15.99965574,15.70851536,3.590164695,WALKING_DOWNSTAIRS
806,39.13135707,12.80552503,4.619341262,-2.165199868,-0.477457971,-2.610543271,-7.706957531,-6.05125482,6.162591137,7.801688484,WALKING_DOWNSTAIRS
807,40.92093704,-1.297721392,-11.38460996,2.480241101,-7.448755598,-3.8439974,-7.812939948,-10.0491316,15.23139997,3.911307592,WALKING_DOWNSTAIRS
808,32.93686103,6.918994547,-14.69395155,-0.340790401,-11.1034467,-5.260530466,-10.36326698,-8.373668593,19.92701076,1.73489853,WALKING_DOWNSTAIRS
809,40.84520911,-1.236748442,-15.11506067,4.5516671,-10.51360848,-2.98935658,-9.728576122,-4.524542401,20.27346674,0.314474422,WALKING_DOWNSTAIRS
810,41.18137855,-6.336084641,-10.3936839,3.394918598,-6.686002019,-6.242237868,-13.17717759,0.272506365,8.470769783,0.066689211,WALKING_DOWNSTAIRS
811,42.08062983,6.219939856,-4.714040634,1.519395365,-10.07297224,-3.971951972,-7.421883242,-1.651801159,8.218478171,6.118747557,WALKING_DOWNSTAIRS
812,52.75086128,9.729826438,-0.165234025,-8.421612851,-4.857335464,-7.571328787,-6.884452143,1.280543669,5.306443602,10.48416281,WALKING_DOWNSTAIRS
813,48.34684824,-2.593167253,-4.022189265,-7.239504171,-13.15899046,-5.162246925,-2.58580283,-4.564137981,9.82108773,3.801826041,WALKING_DOWNSTAIRS
814,41.20922355,7.07081513,-10.4808175,-2.464496522,-15.43317221,5.078607118,-1.732189318,-1.541170191,14.96525006,-2.116959412,WALKING_DOWNSTAIRS
815,50.95845174,-8.541288889,-15.80853265,-3.396784144,-31.23552445,-0.84956302,-0.430982603,-13.18569565,17.46716641,-11.74055623,WALKING_DOWNSTAIRS
816,38.50676063,7.746619326,-13.78764803,-1.149860671,-9.813919661,-15.75726979,-3.092494959,0.103802193,2.960849217,6.43138371,WALKING_DOWNSTAIRS
817,40.7774731,6.152186325,-11.36684418,5.0471,-9.08059117,-3.892561918,-8.342063069,-3.519829972,8.625723424,1.462818662,WALKING_DOWNSTAIRS
818,48.29519459,4.447118489,-8.543901122,-0.524889081,-12.53729443,-4.575053041,-0.910872591,0.355073388,2.37171674,-3.432467622,WALKING_DOWNSTAIRS
819,67.52685035,12.7997891,-4.484644428,-4.672970419,-11.24310166,-1.515526554,-9.465479723,0.720422903,-0.57343283,9.022581364,WALKING_DOWNSTAIRS
820,66.56468212,11.38901807,-11.04599967,-1.871896382,-12.50811292,-7.750907394,-11.88053368,1.450065098,0.903915332,6.998133742,WALKING_DOWNSTAIRS
821,41.57367876,11.57317683,-12.15999662,-4.918248872,-14.3247957,-2.266705435,-6.792359119,13.42523634,6.866343396,2.660956228,WALKING_DOWNSTAIRS
822,44.09315432,13.01703251,3.638633953,-16.32834202,-10.57173671,-3.472836803,-3.843450873,6.531211105,-8.79805524,-4.719810042,WALKING_DOWNSTAIRS
823,43.94143688,-35.81003545,-18.50748107,6.60031873,-43.12095929,10.40855922,-1.86442026,-13.09054271,17.38634664,-19.46227103,WALKING_UPSTAIRS
824,37.59234031,-23.46936144,-4.392543699,-8.536572526,-15.51176558,6.81035129,-9.256979853,1.75653644,14.40791238,-7.959640186,WALKING_UPSTAIRS
825,41.54800409,-19.69776891,11.78445395,-14.78605066,3.436499737,3.657275615,-6.596917023,1.451773662,-0.696518458,-9.266145614,WALKING_UPSTAIRS
826,40.40388072,-14.33019208,11.10282303,-9.558708974,4.832864206,0.732181904,-3.146949383,5.197994321,9.061584861,-5.950576845,WALKING_UPSTAIRS
827,37.67064496,-8.890268523,7.274312714,-10.67854265,4.440713532,0.76997365,-5.941885734,3.801203183,5.839481344,-13.46423352,WALKING_UPSTAIRS
828,38.17229017,-7.968013501,12.53233095,-9.849230873,-1.023702027,3.899439864,-4.530270912,-1.285493407,0.30202769,-4.553575755,WALKING_UPSTAIRS
829,40.83199401,-10.19864299,8.106445377,-14.50278592,-3.69989261,4.622582716,-3.948807689,13.31693812,5.296498048,-5.638391908,WALKING_UPSTAIRS
830,33.2964319,-8.526231704,4.210180113,-13.17836778,-4.458490573,1.375801967,-10.26931605,19.46791218,1.459883851,-3.445543298,WALKING_UPSTAIRS
831,28.08666014,-8.7022739,4.592820341,-5.029333788,-10.83059879,2.322795953,-8.958857213,16.19985362,-0.704795398,-0.166327184,WALKING_UPSTAIRS
832,47.29631221,-30.82869127,-27.7646589,25.08032073,-32.83991661,10.50404674,3.842627073,-25.53347882,11.16773839,-22.60236442,WALKING_UPSTAIRS
